REF_DATE;NUTS1;NUTS2;NUTS3;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
201511;AT1;AT13;AT130;8,5;20,7;-4,3;12,5;5,7;3;0;0;0;994,4;1012,9;971,5;135;3;8;74;100;37;15,5;7;104;37;12;5904
201512;AT1;AT13;AT130;4,1;14,9;-4,8;7,2;1,9;6;0;0;0;1004,8;1012,9;990,8;83;0;19;87;100;52;10,1;3;102;25;6;5904
201601;AT1;AT13;AT130;0,8;16,4;-9,6;4,2;-1,9;18;8;0;0;990,8;1008,8;967,4;81;1;17;80;100;45;13,3;7;92;43;13;5904
201602;AT1;AT13;AT130;6,4;19,7;-1,1;9,9;3,8;3;0;0;0;987,4;1008,1;968,1;82;0;16;75;98;33;15,1;8;77;71;17;5904
201603;AT1;AT13;AT130;6,6;22,9;-0,9;11;3,4;2;0;0;0;989,1;1005,6;972,1;129;2;17;72;97;38;12,6;4;75;21;14;5904
201604;AT1;AT13;AT130;11,2;23,7;0,3;16,9;6,4;0;0;0;0;987,9;1002,4;978,3;201;3;8;65;92;30;11,9;3;66;44;11;5904
201605;AT1;AT13;AT130;15,7;27,9;6,5;20,8;11,2;0;0;6;0;988,5;1000,5;968,9;235;0;10;67;98;29;15,1;6;74;132;14;5904
201606;AT1;AT13;AT130;20,4;32,9;10,9;25,7;15,5;0;0;15;6;989,3;1000,6;975,9;276;4;9;65;96;28;12,2;4;84;79;16;5904
201607;AT1;AT13;AT130;22,2;33,7;12,5;27,6;17,4;0;0;24;8;991,8;998,4;983,6;287;1;7;64;96;33;11,5;3;82;85;13;5904
201608;AT1;AT13;AT130;20,3;31,5;10,3;26,2;15,5;0;0;24;3;994,8;1003,3;985,8;271;6;6;66;96;36;10,8;0;59;59;9;5904
201609;AT1;AT13;AT130;18,4;30,5;6,7;25,1;13,8;0;0;16;3;993,8;1003,4;984,6;260;7;5;70;96;29;8,6;1;74;23;7;5904
201610;AT1;AT13;AT130;9,8;23,8;2,7;13,2;7,5;0;0;0;0;995,7;1008,4;987,3;83;2;18;83;99;47;11,5;1;61;88;15;5904
201611;AT1;AT13;AT130;4,9;17,7;-4,5;8,2;2,6;8;0;0;0;992,5;1008,9;974,4;86;1;11;82;99;41;10,8;2;72;58;17;5904
201612;AT1;AT13;AT130;1,4;13,7;-6,1;4,3;-0,5;21;5;0;0;1004,5;1015,5;983,9;78;4;13;82;100;37;13;7;110;29;13;5904
201701;AT1;AT13;AT130;-3,4;7,4;-12,6;-0,7;-5,5;29;20;0;0;998,6;1011,9;972,8;96;4;10;77;96;40;14,8;7;104;21;11;5904
201702;AT1;AT13;AT130;3,1;18,8;-4,3;7;0,3;14;1;0;0;994,4;1010,6;973,8;97;3;14;78;100;29;11,5;6;85;29;10;5904
201703;AT1;AT13;AT130;9,4;22,5;0,8;14,8;5,3;0;0;0;0;992,4;1003,5;975,6;175;3;9;62;93;23;13,7;6;96;40;10;5904
201704;AT1;AT13;AT130;10,1;24,6;0,9;15,2;6,1;0;0;0;0;992,4;1005,2;979,9;180;3;15;66;98;23;14,8;6;69;73;17;5904
201705;AT1;AT13;AT130;16,7;32,4;0,8;22,4;11,4;0;0;9;1;991,5;1004,8;977,7;264;3;7;64;100;32;13,3;2;90;44;12;5904
201706;AT1;AT13;AT130;22,2;34,6;11,5;28,4;16,3;0;0;27;9;989,7;999;971,5;323;3;4;53;94;24;12,6;7;77;32;11;5904
201707;AT1;AT13;AT130;22,2;34,6;11,9;28,3;16,8;0;0;22;13;990;999,4;980,4;284;0;3;58;96;24;13;5;81;66;16;5904
201708;AT1;AT13;AT130;22,6;38,4;10,8;29,3;17,3;0;0;24;15;992,8;997,8;978,1;296;5;4;58;94;20;11,2;5;84;42;6;5904
201709;AT1;AT13;AT130;14,9;27,3;7,2;19,9;11,5;0;0;3;0;991,2;1003;976,7;154;3;12;73;97;32;13;1;91;93;15;5904
201710;AT1;AT13;AT130;12,1;23,2;4,8;16,8;8,9;0;0;0;0;994,5;1004,3;970,6;144;3;11;75;100;26;14,8;7;118;64;15;5904
201711;AT1;AT13;AT130;6,2;16,6;-1;9,4;3,9;2;0;0;0;991,6;1002,6;973;73;1;22;78;100;41;13,7;7;85;41;14;5904
201712;AT1;AT13;AT130;3;14,8;-4,8;6,1;0,7;12;0;0;0;991,6;1008,9;966,8;78;1;14;76;100;46;16,6;13;94;43;10;5904
201801;AT1;AT13;AT130;4,2;14,4;-2,3;6,8;2,1;4;0;0;0;992,4;1009,5;972,2;51;0;20;82;98;52;14,4;8;85;46;19;5904
201802;AT1;AT13;AT130;-0,7;6,2;-12,1;1,7;-2,2;18;4;0;0;992,9;1003,4;978,8;59;0;20;76;97;47;14,4;0;53;26;19;5904
201803;AT1;AT13;AT130;3,5;15,9;-12,4;7,7;0,6;15;5;0;0;982,8;1000,8;986,7;109;1;18;72;97;24;13;1;61;50;17;5904
201804;AT1;AT13;AT130;15,8;29,2;2,2;22,4;10,2;0;0;10;0;990,3;1007,7;974,8;285;4;8;59;94;23;14;2;68;8;5;5904
201805;AT1;AT13;AT130;18,7;29,6;10,2;24,4;13,8;0;0;16;0;991,3;997,9;983,3;292;1;7;59;97;27;11,9;0;55;73;10;5904
201806;AT1;AT13;AT130;21,3;33,5;11,6;26,7;16,9;0;0;19;6;990,9;999,5;981,6;223;1;13;60;95;29;13,7;1;61;47;11;5904
201807;AT1;AT13;AT130;22,7;33,4;9,4;28,5;17,6;0;0;27;10;990,3;994,8;986;304;4;4;57;96;25;12,2;2;66;128;13;5904
201808;AT1;AT13;AT130;23,4;35,2;10,4;30,3;18;0;0;27;20;992,6;999,1;984,1;307;4;2;58;93;24;10,4;2;72;48;8;5904
201809;AT1;AT13;AT130;17,4;30,4;3,1;23,6;13;0;0;14;1;996,7;1014,5;984,1;240;7;7;69;97;27;10,4;2;89;99;8;5904
201810;AT1;AT13;AT130;13;23,3;4,6;18,4;9,1;0;0;0;0;994,6;1004,2;977,3;198;7;8;72;97;30;10,4;5;102;29;9;5904
201811;AT1;AT13;AT130;6,6;18,1;-5,2;9,2;4,6;6;1;0;0;996,3;1008,2;978,7;67;3;19;85;100;49;11,5;1;64;50;12;5904
201812;AT1;AT13;AT130;3;12,6;-3,1;5,3;1;11;3;0;0;995,8;1006,5;977,1;53;1;21;80;100;53;15,5;9;90;112;21;5904
201901;AT1;AT13;AT130;0,9;12,1;-8,2;3,3;-1,2;19;3;0;0;988,4;1006,4;971,3;60;1;20;76;96;46;17,6;18;92;72;17;5904
201902;AT1;AT13;AT130;4,9;18,7;-4,8;9,9;1,2;13;0;0;0;999,1;1018,2;972,2;156;4;8;67;98;25;13,3;5;77;16;8;5904
201903;AT1;AT13;AT130;8,8;21,2;-0,9;14,6;4,7;1;0;0;0;993,8;1011,5;974,5;178;3;10;64;98;30;14;14;91;54;13;5904
201904;AT1;AT13;AT130;12;27,2;1,7;17,9;7,4;0;0;2;0;990,7;1006,5;977,5;241;7;10;59;94;19;15,1;6;88;27;9;5904
201905;AT1;AT13;AT130;13,2;25,3;2,8;17,9;9,5;0;0;2;0;988,7;1005,9;977,8;155;0;18;71;96;30;15,8;4;74;146;19;5904
201906;AT1;AT13;AT130;23,8;35,7;14,1;29,5;18,1;0;0;27;12;991,8;1000,3;984,1;356;5;3;58;94;24;12,2;3;82;48;5;5904
201907;AT1;AT13;AT130;22,5;37;13,3;28,4;17,1;0;0;25;12;989,4;999,1;976,7;276;2;9;57;94;20;12,2;1;66;60;12;5904
201908;AT1;AT13;AT130;22,6;34,4;12,5;28,6;17,7;0;0;26;13;992,4;1002,4;981,5;254;0;8;64;95;26;10,4;4;79;52;12;5904
201909;AT1;AT13;AT130;16,7;31,7;5,5;22,4;12,6;0;0;4;1;994;1007,3;980,2;215;4;8;69;97;27;11,5;2;86;62;10;5904
201910;AT1;AT13;AT130;12;25,3;-0,1;17;8,7;1;0;1;0;992,2;1002,6;979,1;135;2;9;79;100;38;10,4;3;81;26;12;5904
201911;AT1;AT13;AT130;7,9;18,2;-1,4;10,8;5,6;1;0;0;0;984;999,3;966,7;48;1;19;83;100;46;13,7;2;84;48;14;5904
201912;AT1;AT13;AT130;3,6;13,8;-4;6,8;1,2;11;0;0;0;991;1013,7;961,3;74;1;19;79;100;39;12,6;6;76;64;11;5904
202001;AT1;AT13;AT130;1,4;15,8;-4,7;4,2;-0,9;22;2;0;0;1000,9;1021;978,5;69;0;17;84;100;50;10,8;4;88;19;8;5904
202002;AT1;AT13;AT130;6,6;18,4;-2,3;11,3;3,2;3;0;0;0;991,6;1004,4;972,2;108;1;12;65;94;22;18;16;108;52;15;5904
